업소명,주요메뉴,리뷰,위치,최근 한달간 블로그 리뷰 개수
원조꼬끼오숯불통닭,"치킨,닭강정","숨은 맛집이랄까요..  외관이 허름해서 맛없을꺼라고 생각했지만.. 겁나맛있음♡♡ 사장님께서 더우신데 불앞에서 계속구워주시구.. 사모님은 도
와주시구..~~ 소금구이보다 양념을 좋아해서 먹었는데.~ 너무맛있자냐용~ 자주갈껀요^^ 잘먹었습니다♡",서울특별시 동작구 서달로10길 6 (흑석동),0건
늘보리 냉삼집,돼지고기구이,실장님이 친절합니다.ㅎ,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,"냉삼, 가리비 맛있었습니다! 볶음밥은 호불호 갈릴듯 하네요 ㅎㅎ 사이드는 사알짝 비싼감은 있습니다!
냉삼 앞으로 단골 될것 같아요!",서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,냉삼만 먹을래요..,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,좋아요,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,좋아요 ^^,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,친절해요,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,맛있어요,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,굿,서울특별시 동작구 상도로26길 4 (상도동),0건
늘보리 냉삼집,돼지고기구이,😆😆😆😆😆,서울특별시 동작구 상도로26길 4 (상도동),0건
파라다이스,한식,사장님 친절하시고 양도 엄청 많습니다. +맛까지있습니다!!!,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,"늘 이곳에서 먹습니다. 신메뉴 ""제육 비빔밥"" 정말 맛있어요",서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,좋아여,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,굿,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,굿,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,사장님 솜씨가 좋으신 것 같아요 반찬도 다양하고 다 맛있어요,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,굿,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,제육비빔밥 정말 맛있음,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,굿굿,서울특별시 동작구 사당로 38 (상도동),83건
파라다이스,한식,가성비 짱이고 양도 많고 맛있어요!! 사장님 친절하심👍,서울특별시 동작구 사당로 38 (상도동),83건
동키치킨,"치킨,닭강정","완전 최고!!! 흑석동 명물입니다. 주인 아주머니 정말 친절하시구 포근한 가게 인테리어랑 정말 좋아요. 추억의 치킨인데 요즘 이런 치킨 먹기 쉽
지 않잖아요ㅠㅠ 아빠도 너무 좋아하는 스타일이에요! 오래오래 해주세용!! 아 그리고 저는 뻑뻑한 가슴살 싫어해서 2천원 추가하고 다릿살로 바
꿨어요. (6조각 2만원) 옛날엔 다리로 바꾸면 별로 안좋아하셨는뎅 (ㅋㅋ>_<) 요즘은 흔쾌히 해주셔서 죠음 ㅠㅠ ㅎㅎ 급하게 먹다 두조각 ...","서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정","맛,양의비해 가격대가 비싸네요☆","서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",좋아요,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",친절해요,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",좋아요,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",굿,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",짱 맛,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",맛있어요,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
동키치킨,"치킨,닭강정",친절해요,"서울특별시 동작구 현충로 115, 명수대상가 A동 1층 6호 (흑석동)",1건
갈채,"맥주,호프","좋아요
맛도잏고요",서울특별시 동작구 사당로 230 (사당동),67건
갈채,"맥주,호프",맛있어요,서울특별시 동작구 사당로 230 (사당동),67건
동화장,중식당,"어버이날이어서 부모님과 함께  양장피 간짜장 짬뽕  처음 배달시켜서 먹었는데 너무 좋았어요~ 음식 모두 뜨거운 상태로 배달됐어요~  역시!! 신
속배달!!  다 양도 많고 진짜 맛있었어요~ㅎ 조만간 다른 요리도 시켜먹어보려구요~  너무 잘 먹었습니다~~",서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,친절하셨습니다,서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,맛도 좋고 집 근처라서 다음에 또 갈 것 같아요 ㅎㅎ,서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,다른 짜장면 집이랑 다르게 일회용 용기 아니라 좋고 맛도 있어서 좋아요,서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,우리동네 최고 맛있는 중국집,서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,굿,서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,배달 친절하세여,서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,군만두나 탕수육같은 요리들이 바삭하고 식감이 살아있어요 신선한 기름으로 튀기시는 듯 ㅋ,서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,"십년 이용하는 동안, 양도 질도 가격도 변질됐지만 그냥 먹습니다",서울특별시 동작구 여의대방로24길 137 (대방동),0건
동화장,중식당,늘 가도 좋은곳!,서울특별시 동작구 여의대방로24길 137 (대방동),0건
화르르,닭발,"너므너무 맛나요~~ 
닭발!!  부추무침도 맛나요",서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,"여기 너무 맛있어요👍
소갈비랑 돼지껍데기 강추입니다
사장님도 친절하셔서 편하게 맛있게 먹을 수 있어요 코로나 빨리 끝나서 새벽에 가서 소주한잔도 하고싶어요~~",서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,술이 술술 들어가요 ♡,서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,굿  ~^-^,서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,굿,서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,굿~  맛있어용~ 친절합니다~,서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,굿,서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,좋아요 ,서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,굿,서울특별시 동작구 흑석로 111 (흑석동),3건
화르르,닭발,꼼장어맛있어요,서울특별시 동작구 흑석로 111 (흑석동),3건
맛의 명가,한식,ㅇ,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,맛있어요,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,오랜만에 들렀네...,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,삼치 구이가 맛있고 친정엄마가 차려준 밥상같아서 좋았어요. 많이 친절하시고 두분다너무  좋은신분 같았어요 많이 파시고 번창ㅎㅏ세요.,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,맛있었어요^^,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,굿,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,집밥먹고싶을 때 가면 좋아요! 맛있어요,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,맛있어요,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,맛있어요,서울특별시 동작구 사당로16가길 106 (사당동),21건
맛의 명가,한식,굿,서울특별시 동작구 사당로16가길 106 (사당동),21건
BBQ치킨흑석점,"치킨,닭강정",친절하시고 비비큐 후라이드 맛있죠~~ 아쉬운 건 매장이 청결한 편은 아니었어요,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",좋아요,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",좋아요,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",치킨은 bbq~~~,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",맛있어요,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",네고왕 메이플버터 먹었는데 좀 질림,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",네고왕 이벤트로 싸게 잘 먹었어요!,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",좋아요,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",맛나욥,서울특별시 동작구 서달로10길 8 (흑석동),0건
BBQ치킨흑석점,"치킨,닭강정",맛있어요~~!,서울특별시 동작구 서달로10길 8 (흑석동),0건
전통의짬뽕,중식당,배달은 안됩니다,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,"탕슉 굳.
짜장굳",서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,00,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,ㅇㅇㅇ,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,굿,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,굿,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,좋아요 ,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,굳,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,쏘쏘,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
전통의짬뽕,중식당,맛잇어요,서울특별시 동작구 여의대방로22길 132 (신대방동),9건
둘둘치킨,"치킨,닭강정",좋아요,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",치킨뱅이 진짜 맛있어요,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",굿,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",맛있어여,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",맛있어요,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",맛잇어요,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",굿,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",조아요,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",굿,서울특별시 동작구 사당로 216 (사당동),2건
둘둘치킨,"치킨,닭강정",좋아요,서울특별시 동작구 사당로 216 (사당동),2건
황금오리,오리요리,닭도리탕 너무맛있네요,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,맛이 좋아요,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,가성비 굳!!!,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
황금오리,오리요리,,"서울특별시 동작구 신대방길 112-2 (신대방동, 지하1층)",0건
원조소금구이,한식,"초벌해서 나오더라구요
가성비는 좋아요! ",서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,"소금구이 맛나게 먹었어요~ 껍데기는 간이 안되서인지 조금 싱거웠어요~ 메인보다 인기있을꺼 같은 김치찌개는 서비스~ 주차는 안되서 좀 불편
하네요ㅠ",서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,고기도맛있지만 서비스로 나오는 김치찌개가 대박인집. 자주갑니다.♡,서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,넘 친절하세용,서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,"이렇게 더러운 식당은 처음 봅니다. 허름해도 늘 사람이 많아서 와본건데,,, 여사장님은 처음부터 계산할때까지 마스크를 목에 걸고있고요. 계산하러 주방앞에 가서 본 순간,,,,먹은거 게워내고 싶었어요. 
일부러 청결키워드 추가하고 갑니다.",서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,벽이 좀 더러워요ㅠㅠㅠㅠㅠ,서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,종종 생각이 날때마다 먹고와요,서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,^^,서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,굿,서울특별시 동작구 서달로14길 16 (흑석동),1건
원조소금구이,한식,굿,서울특별시 동작구 서달로14길 16 (흑석동),1건
칸꼬시,"맥주,호프",00년대 초반 분위기를 물씬 느낄 수 있는 술집입니다ㅎㅎ,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
칸꼬시,"맥주,호프",,서울특별시 동작구 성대로 36 (상도동),0건
단비분식,한정식,싸고 혼밥하기 최적의 곳..!,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,사장님 너무 친절하시고 가성비 두둑한 집밥 잘 먹고 갑니다ㅎ.ㅎ,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,오랫동안 맛이 그대로인 식당입니다. 좋아요~!,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,넘 좋아요,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,"흑석 최애 맛집입니다
돌솥 비빔 꼭 드세여",서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,좋아요,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,최애맛집ㅠㅠ 비빕밥 청국장 순두부찌개 다 맛있어요👍👍,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,가난한 대학생을 위한 집밥+가성비 맛집👍,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,집밥이 먹고싶을때는 단비,서울특별시 동작구 흑석로9길 13 (흑석동),2건
단비분식,한정식,중앙대 최고의 가성비맛집!! 졸업할 때 되서야 알아서 아쉽네요 ㅠㅠ,서울특별시 동작구 흑석로9길 13 (흑석동),2건
백채신대방삼거리(백채김치찌개),"찌개,전골","비도오고 혼밥할곳을 찾다가 ""김치찌개 먹어보자"" 하고 들어갔어요 들어가자마자 보이는 1인세트 !  
일단 주문했는데 음식 나오는 속도 빠르고 양도 많고무엇보다 정말 맛있었어요 ! 첫방문이었는데 정말 맛있게 배부르게 한끼 자알 먹었습니다 ^___^",서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골","7호선 신대방삼거리역 근처에 있음.  도보로 접근 용이하나, 주차 불가. 깔끔하고 맛있음. 개인적으로 맵찔이인데, 많이 안 맵고 자극적이지 않아
서 백채 좋아함.",서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골",찌개 진짜 맛있고 친절하세요,서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골","김치찌개하면 생각나는곳!
사장님도 친절하시고 고기도 엄청 신선해요ㅎㅎ",서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골",가격대비 양 정말 많고 직원분들도 다 친절해요,서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골",좋아요,서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골",김치찌개 차,서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골",직원분이  불친절해요. 고객이 질문하는데  매뉴판에 적혀있다고 매뉴판  보라고 하고  매뉴판 보고 잘 모르니깐  질문한건데..알면 뭐하러 질문 할까요?  매우 불친절해요.  먹고 탈났음..,서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골",좋아요,서울특별시 동작구 국사봉길 13 (상도동),1건
백채신대방삼거리(백채김치찌개),"찌개,전골",원래 김치찌개 잘 안먹는데 이 집 김치찌개는 진짜 깔끔하고 맑아서 사먹어요!!! 포장해서 가져갔는데 오랜만에 밥 한끼 너무 맛있게 먹었어요ㅎㅎ 밥도 꽉꽉담아주시고 찌개 양도 푸짐해서 배부르게 먹었습니다!!! 사장님넘 좋으시고ㅎㅎ 대박나셨음 좋겠어요…🤗🔥,서울특별시 동작구 국사봉길 13 (상도동),1건
오이시,돈가스,가격도 저렴한 편이고 양도 많은 편이에요. 혼밥하기에도 좋구  무난하고 부담없이 먹기 좋습니다,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,"완벽하다고는 할 수 없지만 2022년 물가 기준 이가격에 이정도 양, 퀄리티는 찾기 쉽지 않다. 수제 생선카츠도도 있어서 정말 좋다",서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,돈까스 짱맛있어요 일단 소스가 제일 맛있어요 소스가 레전드 ㅠㅠ,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,"6500원에 배부르게, 맛있게 먹었어요 
샐러드 소스도 맛있었어요😊",서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,양 많음,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,좋아요,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,맛있어용💜,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,맛있어요,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,노량진 돈까스 맛집입니당ㅠㅜㅠ 가성비 좋게 먹을 수 있는데 양도 많고 맛있어요!! 사장님도 친절하셔서 너무 좋아요!!😊😊,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
오이시,돈가스,깔끔하교 맛남,서울특별시 동작구 만양로14가길 30-3 (노량진동),4건
조인행닭갈비,닭갈비,맛있고 친절하세요!!! 또 가야지!!~!!!!~~!!!!!💚,서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,가성비 굿 피자 닭갈비 신선하네요  일단 닭갈비 숙성이 잘됬는지 되게 부드러워요 ㅎㅎ  다음엔 가정식 닭갈비 먹으러가보려구요,서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,"사장님도 정말 친절하시고
닭갈비도 맛있어요~~
건강한 맛❣❣❣",서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,여사장님이 조금 불친절한듯 하지만 나중엔 괜찮았어요 음식이 맛있어요,서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,"너무 친절하시고 맛있음
소스도 취향에 맞게 조절해주시고
가격도 저렴해서 또 갈거양",서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,굿,서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,굿,서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,맛있고 가성비 조아요.,서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,굿,서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
조인행닭갈비,닭갈비,"네이버 후기보고 혼자서 가봤는데 맛있어요 !!
친절하시고 다 좋아요 양도 넉넉해서 배부르게 먹었네요 :)  사진은 처음 나온 세팅부터 양념이 졸여지는과정을 찍었어요 다음에는 지인들이랑 같이 먹으러 갈게요 :) 잘먹었습니다 !",서울특별시 동작구 여의대방로24길 89-1 (대방동),0건
이가초밥,"초밥,롤",점심때 혼밥하기 딱 좋아요~,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",굿,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",좋아요 ,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",아무생각 없이 들어간 곳인데 생각보다 넘 맛있어요! 특히 연어장 새우장 올라간 초밥 안 짜고 넘 맛있어서 다음에 재방문 하려구여~! 동네 숨겨진 맛집이엇네요,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",좋아요,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤","사장님 친절하시고 매우 맛있어요
이 근처 초밥 중 제일 맛있는 것 같아요",서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",맛있어요,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",그냥그래요,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",제가 배가 고프지 않아서 둘이 가서 초밥 일인분 주문하니 무조건 2인 주문해야 한다고 하시더라고요. 할수 없이 주문해서 일인분은 포장해 왔네요.,서울특별시 동작구 국사봉1길 4 (상도동),3건
이가초밥,"초밥,롤",친절~,서울특별시 동작구 국사봉1길 4 (상도동),3건
페리카나,"치킨,닭강정",너무 친절하시고 맛있어요ㅎㅎ,서울특별시 동작구 서달로10길 14-1 (흑석동),3건
페리카나,"치킨,닭강정",맛있었어요 ㅎㅎ! 이번주에 다시 먹으러 가려고 합니당,서울특별시 동작구 서달로10길 14-1 (흑석동),3건
페리카나,"치킨,닭강정",옛날 통닭집,서울특별시 동작구 서달로10길 14-1 (흑석동),3건
페리카나,"치킨,닭강정",맛있어요,서울특별시 동작구 서달로10길 14-1 (흑석동),3건
페리카나,"치킨,닭강정",굿,서울특별시 동작구 서달로10길 14-1 (흑석동),3건
페리카나,"치킨,닭강정",굿,서울특별시 동작구 서달로10길 14-1 (흑석동),3건
페리카나,"치킨,닭강정",신선해요,서울특별시 동작구 서달로10길 14-1 (흑석동),3건
