,names,menu,loc,review_num,avg_score
1313,하버드치킨호프,"맥주,호프",서울특별시 동작구 여의대방로24가길 22 (대방동),0건,0.9230769230769231
1326,캐빈(Cabin),"맥주,호프","서울특별시 동작구 흑석로13마길 65-3, 지하1층 (흑석동)",2건,1.0
1336,남해안,건어물,서울특별시 동작구 사당로30길 157 (사당동),5건,0.8
1346,홍능갈비,"육류,고기요리",서울특별시 동작구 사당로23나길 24 (사당동),0건,1.0
1356,양푼이 동태탕,"해물,생선요리",서울특별시 동작구 서달로10길 10 (흑석동),1건,1.0
1366,남도미식,한식,서울특별시 동작구 사당로16길 17 (사당동),1건,0.7
1376,삼락,"육류,고기요리",서울특별시 동작구 여의대방로36길 10-11 (대방동),8건,1.0
1386,백합꼬치집,양꼬치,서울특별시 동작구 신대방길 99 (신대방동),0건,0.8571428571428571
1393,대성옥,한식,"서울특별시 동작구 여의대방로 22, 지하동 17호 (신대방동,우성상가)",0건,1.0
1403,담소소사골순대 노량진점,"순대,순댓국","서울특별시 동작구 노량진로16길 27 (노량진동, 1층)",1건,0.3
1413,내가찜한닭,찜닭,서울특별시 동작구 노량진로16길 14 (노량진동),1건,0.9
1423,깻잎포차,포장마차,서울특별시 동작구 동작대로7길 11 (사당동),3건,0.9
1433,진미분식,종합분식,서울특별시 동작구 노량진로16길 10 (노량진동),5건,0.8
1443,팔팔낙지,낙지요리,서울특별시 동작구 만양로18길 11 (노량진동),1건,0.6
1453,낙지한마리수제비,한식,서울특별시 동작구 서달로14길 12 (흑석동),0건,0.8
1463,온씨닭집,"치킨,닭강정",서울특별시 동작구 양녕로26길 6 (상도동),1건,0.8
1473,영떡볶이,떡볶이,서울특별시 동작구 동작대로29길 15 (사당동),40건,0.6
1483,족발슈퍼(상도점),"족발,보쌈",서울특별시 동작구 상도로 296-2 (상도1동),0건,0.7
1493,주주총회,생선회,서울특별시 동작구 서달로14가길 9 (흑석동),23건,0.9
1503,하루,"떡,한과",서울특별시 동작구 흑석로 99 (흑석동),"14,823건",1.0
1514,약초마을,"백숙,삼계탕",서울특별시 동작구 노량진로 26 (대방동),1건,0.4
1524,한강생고기,"육류,고기요리",서울특별시 동작구 현충로 144 (흑석동),4건,1.0
1537,아마르,양식,서울특별시 동작구 상도로 181 (상도동),0건,0.8
1547,융선짬뽕.양꼬치,양꼬치,서울특별시 동작구 동작대로5길 16 (사당동),0건,0.8
1557,훈장골,"육류,고기요리",서울특별시 동작구 동작대로 7 (사당동),4건,0.8
1567,청사포산 아나고 숯불구이,"장어,먹장어요리",서울특별시 동작구 동작대로1길 43 (사당동),0건,1.0
1575,처갓집순대국,"순대,순댓국",서울특별시 동작구 등용로 104 (대방동),1건,0.75
1583,황가네오리,오리요리,서울특별시 동작구 등용로 9 (상도동),0건,0.8888888888888888
1592,노랑통닭 노량진점,"치킨,닭강정",서울특별시 동작구 만양로14길 20 (노량진동),0건,0.8
1602,대패상회,"육류,고기요리",서울특별시 동작구 성대로1길 4 (상도동),0건,0.9
1612,유정쌈밥,쌈밥,서울특별시 동작구 서달로13길 5-14 (흑석동),0건,0.9
1622,콘크리트,이자카야,서울특별시 동작구 동작대로27나길 14 (사당동),709건,0.9
1632,지금보고싶다,요리주점,서울특별시 동작구 동작대로27가길 26 (사당동),289건,0.8
1652,우미경,"육류,고기요리",서울특별시 동작구 여의대방로24가길 22 (대방동),2건,0.9
1662,세상위의세상들,"카페,디저트",서울특별시 동작구 동작대로27가길 32 (사당동),0건,1.0
1674,맛짱김밥분식 약수터점,종합분식,서울특별시 동작구 양녕로 187 (상도동),0건,0.9
1684,바우네순대,종합분식,"서울특별시 동작구 보라매로5가길 29, 지1동 84호 (신대방동,해태상가)",1건,1.0
1694,카페톡,카페,서울특별시 동작구 노량진로14길 25 (노량진동),0건,0.9
1704,노들나루밥상,한식,서울특별시 동작구 만양로18길 19-3 (노량진동),1건,0.5
1714,긴자료코(사당점),돈가스,서울특별시 동작구 동작대로1길 30 (사당동),0건,0.6
1724,오늘도 수고했어,바(BAR),"서울특별시 동작구 동작대로7길 11, 2층 (사당동)",656건,1.0
1734,마라안스 사당점,중식당,서울특별시 동작구 동작대로3길 8 (사당동),0건,1.0
1744,남강 장어촌,"해물,생선요리","서울특별시 동작구 동작대로27가길 5, 2층 (사당동)",0건,1.0
1754,이쉐프,한식,서울특별시 동작구 만양로 95 (노량진동),0건,0.9
1764,중국성,중식당,"서울특별시 동작구 상도로 291 (상도1동, 1층)",0건,1.0
1774,양자강,중식당,서울특별시 동작구 여의대방로 86-1 (신대방동),4건,0.9
1784,남다른 감자탕 대방점,감자탕,서울특별시 동작구 상도로 33 (대방동),0건,0.5
1794,소반,갈비탕,"서울특별시 동작구 보라매로3길 29, 지하층 52,53,56,57호 (신대방동, 해태보라매타워)",31건,0.8
1804,바른치킨 이수역점,"치킨,닭강정",서울특별시 동작구 동작대로27다길 14 (사당동),1건,0.8
1814,성민양꼬치,양꼬치,"서울특별시 동작구 서달로14나길 9 (흑석동,1층)",2건,0.8
1824,무한장어,무한장어,서울특별시 동작구 상도로 50 (대방동),0건,0.8
1834,타누키돈부리 중앙대점,일식당,서울특별시 동작구 흑석로 91 (흑석동),0건,0.8
1844,주현닭한마리,"육류,고기요리",서울특별시 동작구 만양로16길 6 (노량진동),0건,0.8
1854,교촌치킨 신대방삼거리점,"치킨,닭강정",서울특별시 동작구 여의대방로24길 129 (대방동),0건,0.4
1864,수목식당,국수,"서울특별시 동작구 서달로14나길 28 (흑석동,(1층))",2건,0.9
1874,요코쵸,이자카야,서울특별시 동작구 사당로30길 100 (사당동),0건,0.9
1884,LP음악카페쎄시봉,라이브카페,서울특별시 동작구 동작대로 43 (사당동),1건,1.0
1890,오리촌,오리요리,"서울특별시 동작구 동작대로31길 13, 1층 (사당동)",0건,0.9
1900,아르테스 웨딩홀,예식장,서울특별시 동작구 동작대로 59 (사당동),6건,1.0
1910,곱창스토브(stove),"곱창,막창,양",서울특별시 동작구 서달로15길 12 (흑석동),0건,0.8
1920,박가네 소문난전집,"전,빈대떡",서울특별시 동작구 사당로29길 2 (사당동),1건,0.9
1930,펀비어킹,"맥주,호프",서울특별시 동작구 보라매로 105 (신대방동),2건,1.0
1940,짱구슈퍼(사당점),"맥주,호프",서울특별시 동작구 동작대로3길 19 (사당동),0건,1.0
1950,명일칼국수,"칼국수,만두",서울특별시 동작구 여의대방로 22 (신대방동),1건,1.0
1960,맘스터치,"치킨,닭강정",서울특별시 동작구 노량진로14가길 14 (노량진동),43건,0.4
1970,대박김치찌개,"찌개,전골",서울특별시 동작구 보라매로5길 5 (신대방동),9건,0.9
1980,건영한식,한식,"서울특별시 동작구 만양로 26 (상도동,(B109))",3건,1.0
1984,아비꼬 이수점,카레,서울특별시 동작구 동작대로27길 23 (사당동),0건,0.8
1994,고려왕족발,"족발,보쌈",서울특별시 동작구 만양로14길 7 (노량진동),1건,0.8
2004,진미해장국,해장국,서울특별시 동작구 사당로 175 (사당동),2건,1.0
2014,토크쇼,"맥주,호프",서울특별시 동작구 신대방길 108 (신대방동),39건,1.0
2020,태고,한식,"서울특별시 동작구 보라매로5가길 24, 72호 (신대방동, 보라매나산스위트지하1층)",15건,1.0
2026,동대문곱창,"곱창,막창,양",서울특별시 동작구 국사봉1길 31 (상도동),0건,1.0
2036,스팅(Sting),바(BAR),서울특별시 동작구 사당로 8 (상도동),2건,1.0
2041,오후포르투,"카페,디저트",서울특별시 동작구 흑석로13가길 29 (흑석동),6건,1.0
2045,자금성,중식당,서울특별시 동작구 사당로16가길 97 (사당동),5건,0.7
2055,맥반석조개구이,조개요리,서울특별시 동작구 성대로1길 1 (상도동),0건,0.6
2065,올레요 회센터,생선회,"서울특별시 동작구 사당로30길 150, 1층 (사당동)",1건,0.7
2075,황제떡볶이,떡볶이,서울특별시 동작구 노량진로12길 16 (노량진동),0건,1.0
2085,구노포차,포장마차,서울특별시 동작구 만양로14길 10 (노량진동),0건,0.9230769230769231
2098,우가촌,중식당,서울특별시 동작구 대림로 12 (신대방동),1건,0.6666666666666666
2101,원조마포갈비,"육류,고기요리",서울특별시 동작구 노량진로8길 35 (노량진동),0건,0.9
2111,오후홍콩,"카페,디저트",서울특별시 동작구 흑석로13가길 29 (흑석동),26건,0.9
2131,동해해물탕,한식,서울특별시 동작구 양녕로22가길 67 (상도동),0건,1.0
2141,자매빈대떡,"전,빈대떡",서울특별시 동작구 동작대로29길 15 (사당동),1건,0.8
2151,김채원24시감자탕,감자탕,서울특별시 동작구 동작대로3길 14 (사당동),1건,0.7
2161,무등산장,한식,서울특별시 동작구 노량진로12길 13 (노량진동),0건,1.0
2167,마포최대포숯불갈매기,돼지고기구이,서울특별시 동작구 서달로14길 11 (흑석동),0건,1.0
2177,손칼국수,"칼국수,만두",서울특별시 동작구 사당로 32 (상도동),82건,0.7
2187,바지락손칼국수,"칼국수,만두",서울특별시 동작구 상도로 77 (대방동),2건,0.7
2197,이디야 커피 중앙대점,카페,서울특별시 동작구 흑석로 79 (흑석동),0건,0.9
2207,장원분식,종합분식,서울특별시 동작구 보라매로5가길 24 (신대방동),2건,1.0
2217,진성참숯불갈비,한식,서울특별시 동작구 상도로47길 10 (상도동),0건,1.0
2227,희락골,한식,서울특별시 동작구 여의대방로16길 8 (신대방동),0건,1.0
2237,홍어집,한식,"서울특별시 동작구 장승배기로 69 (상도동, 1층)",0건,1.0
2244,오리미가,오리요리,서울특별시 동작구 상도로15길 42 (상도동),5건,1.0
2254,배밭골,한식,"서울특별시 동작구 보라매로5길 23, 지하동 115호 (신대방동,삼성보라매옴니타워)",0건,1.0
2264,미고삼,"육류,고기요리","서울특별시 동작구 동작대로27다길 8, 1층 (사당동)",1건,0.9
2274,버거킹 노량진점,햄버거,서울특별시 동작구 노량진로 169 (노량진동),0건,0.7
2284,명갈비,"육류,고기요리",서울특별시 동작구 상도로31길 83 (상도동),0건,0.9
2294,한국밥,국밥,서울특별시 동작구 만양로 105 (노량진동),0건,0.7
2304,네네치킨 상도1점,"치킨,닭강정","서울특별시 동작구 상도로50길 9 (상도동, 1층)",0건,1.0
2314,상도실내포장마차,포장마차,서울특별시 동작구 상도로 288 (상도1동),1건,0.7
2324,울엄마쌈밥,쌈밥,서울특별시 동작구 보라매로5길 15 (신대방동),0건,1.0
2334,진호프,요리주점,서울특별시 동작구 흑석로9길 9 (흑석동),1건,1.0
2344,스시로로,"초밥,롤",서울특별시 동작구 동작대로23길 29 (사당동),3건,0.8
2354,희래등,중식당,"서울특별시 동작구 등용로 123 (대방동,외 3필지)",0건,0.7
2364,논고을,"육류,고기요리",서울특별시 동작구 남부순환로269길 12 (사당동),0건,0.5
2374,뚱보집,돼지고기구이,서울특별시 동작구 남부순환로271길 35 (사당동),0건,1.0
2384,새벽촌,한식,서울특별시 동작구 사당로30길 122 (사당동),0건,0.9
2394,조선화로집 상도역점,"육류,고기요리",서울특별시 동작구 상도로 263-6 (상도1동),4건,0.7
2404,마포주먹고기,"육류,고기요리",서울특별시 동작구 사당로 247-1 (사당동),0건,0.9
2414,예가 숯불갈비,한식,서울특별시 동작구 상도로26길 19 (상도동),0건,0.7
2424,신대방빨강떡볶이,떡볶이,서울특별시 동작구 여의대방로22길 48 (신대방동),1건,0.8
2434,두꺼비부대찌게,"찌개,전골",서울특별시 동작구 노량진로8길 58 (노량진동),0건,0.7
2444,서울회관,한식,서울특별시 동작구 성대로1가길 27 (상도동),196건,1.0
