업소명,주요메뉴,리뷰,위치,최근 한달간 블로그 리뷰 개수
피자마루,피자,굿,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,종종 먹는데 좋습니다~~~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,~~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굿,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,ㅁㅈ,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어용 직원분도 친절해요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,항상 애용. 맛나고 가성비좋음,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,투박스는 싼게아니었다는ㅡㅡ 사이즈가 너무작어지네요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굿,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,피자마루는 치즈가 듬뿍이에요~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,가성비 좋은 동네 피자집. 사장님 친절하심요.,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,피자가 너무 흐느적거려서 피자를 들면 다 망가져버렸어요 결국 젓가락으로 퍼먹었습니다ㅠㅠ,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요~~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굳,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,항상 잘 먹고 있습니다,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굿,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,감사합니다,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,피자 도우가 쫄깃쫄깃하고 맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,오랜만에  갔는데 전보다 토핑이 많이 부족해서 아쉽네요. 도우는 맛있어요.,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,포테이토 피자 맛나요~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,피자맛나요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,"콤비네이션피자 맛있어요. 1. 도우가 얇고 쫄깃쫄깃 2. 합리적인 가격(L-8,900원) 3. 토핑, 치즈도 적당함",서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,느끼하지 않고 담백하고 맛 있어요~~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,ㅎ,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,가격이 많이 올랐네요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굿,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,가깝고 친절해서 좋아여~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있지만 가끔 덜익은 피자가 오기도... ㅠㅠ,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,~~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굿,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,아주 맛있습니다,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,"가까운 위치에 있어서 좋아요
저렴한 가격에 먹기 좋아요",서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,페퍼로니에 취한다,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굿,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,괜찮았음,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,목조건축물,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요~~~~~~,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,저렴하고 맛나요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,ㅎ,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어용,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,ㅋ,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,진짜맛잇어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,좋아,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,맛있어요,서울특별시 동작구 양녕로 190 (상도동),2건
피자마루,피자,굿굿,서울특별시 동작구 양녕로 190 (상도동),2건
대방회집,생선회,한끼 식사 했어요 정식~,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,회식하기좋고음식 궂이에요,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,굿,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,맛있어으,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,굿,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,조아,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,굿,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,횟감두꺼워서좋은데 이전만큼 가성비는 아닌듯,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,서비스 좋아요:),서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,맛있어요,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,좋아요,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,굿,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,감사함니다,서울특별시 동작구 여의대방로 134-1 (대방동),0건
대방회집,생선회,맛있어요,서울특별시 동작구 여의대방로 134-1 (대방동),0건
리얼 후라이 숭실대점,"치킨,닭강정",맛있어요 ,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",맛있어요,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",감사합니다 ,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",걷국,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",파닭 정말 맛있게 먹었습니다~ 파랑 소스가 치킨이랑 정말 잘 어울러졌답니다,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",치킨이 넘 맛있어요,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",좋아요.,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",맛있어요,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",굿,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정","매장은 협소해서 포장이나 배달 추천!
맛있어서 눈물나요ㅠㅠㅠㅠ",서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",좋아요,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",맛나네요~,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정","와 진짜 맛있어요!!!!  바로 튀긴거 먹어서그런가 치킨도 맛있고 와사비소스도 정말 존맛탱이었어요ㅠㅠㅠㅠ 근데 화장실은 너무 냄새나고 별로입
니다ㅠ",서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",개꿀 숭실의 자랑,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",맛나요~,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",먹을땐 맛있었지만... 너무매워서인지 먹고나서 살짝 탈이 났어요...,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",눈꽃 오미치킨은 사랑입니다,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",눈꽃오미치킨과 하프감자튀김세트로먹었는데 양이많아서 배불렀네요! 공간도 적당하고 괜찮아요,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",좋아요,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",학교 다닐 때 많이 먹었었는데 오랜만에 와도 참 맛있네요. 오미치킨 짱맛 !!! 친절하시구 넘 조아요 :),서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정","까르보텐더치킨 맛있어요 약간느끼하긴하지만 그래도 신박하고먹을만함
",서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",굿,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",맛있어용,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",치킨에 양념이 투머치,서울특별시 동작구 사당로 6-1 (상도동),0건
리얼 후라이 숭실대점,"치킨,닭강정",맛있어요,서울특별시 동작구 사당로 6-1 (상도동),0건
장가네장어탕,"장어,먹장어요리",굿,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",가까워요,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",굿,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",좋아요,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",굿,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",긋,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",굿,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",굿,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",굿,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",.,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",,서울특별시 동작구 동작대로21길 16 (사당동),0건
장가네장어탕,"장어,먹장어요리",장어탕,서울특별시 동작구 동작대로21길 16 (사당동),0건
에머이 보라매점,베트남음식,"깨끗한  매장이었는데  음식을  주문하고  기다리는중  벽을  타고  내려오는  바퀴벌레...사진  찍을  생가보다는  직원  불러  제거!  ㅋ
엄마랑  저는  배고픔  때문이었는지  아랑곳하지  않고  나온  음식  맛있게  먹었네요
계산  하면서  소독에  한번  더  신경  쓰라고  말하고  나왔네요","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"쌀국수 맛나요.
숙주와 절임양파가 없는 매장  신기~~","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"고기 양이 갈때마다 랜덤인 기분
고이꾸온은 맛있다","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맛있게 잘 먹었어요^^,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요 ,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,ㅋㅋ,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,굿,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,굿,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,양지맛이어요 흐흑흑,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맛있어요!!!!,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,세트메뉴 양 많고 맛있어요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,처음 가봤는데 맛있어서 놀랐어요 국물최고,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"가성비는 떨어지는 맛. 
그냥 그런 수준 면의 질이 많이 떨어짐
한국에 맞춘 밍밍한 국물 ㅜㅜ","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,포장잘해주셔서 맛있게 잘먹었습니다 쌀국수 포장도 괜찮네요 자주 방문해야겠어요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,닭쌀국수는 처음먹어보는데 너무너무 맛있었고 넴도 기대이상으로 넘 맛있어서 놀랐습니당!! 사장님도 넘 찬절하셔서 기분좋게 먹고나왔습니다~~!❣🙆‍♀️,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"늘 맛있게먹고있는 에머이!
보라매점 다녀왔어요~ 생긴지 얼마안됐나(?) 못봤던거같은데 맛있게 먹고갑니다 ^^","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맛잇어요!! 매장도 쾌적하고 만족스러워요 재방문할께용,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,늘 맛잇어요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,굿,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,색다른 맛이네요 너무 잘 먹었습니다~,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"에머이
정말 많이 가봤지만 여긴 정말 맛이 없어서 다 남기고 나왔어요 볶음밥도 맛없고 매운쌀국수도 맛이
없고 그냥 일반 쌀국수도 국물이 다른 지점들하고 다르네요.. 직원분들 응대도 아쉽네요.. 무엇보다 맛이 없어서 이제 이 지점은 안 갈거 같아요","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"비도 오고 해서 쌀국수가 땡겨서 방문했어요
국물 진짜 예술입니다... 해장 제대로 하고 왔어요. 직원분들도 엄청 친절하시고 매장도 깨끗하고 인테리어도 너무 이뻐요
자주 이용하겠습니다","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,반쎄오 맛이 별루예요;;;,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,보라매 공원왔다가 다양하게 시켜 식사 맛있게 했어요..,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,굿,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"다른 음식점 쌀국수랑 맛이 조금 달라요
국물도 더 진하고 더 맛있어요^^","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맥주가맛이..,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"직원들이 되게 일을 열심히 하는것같다 밝아보여서 보기도 좋다
맛있다","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,Good,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,굿,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맛있고 친절하세요~,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,양도 많고 친절해서 좋아요~,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아여,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맛나고 친절해용,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맛있어요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요~,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,좋아요~,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,혼밥하기 좋아요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,깔끔하고 생면이라 더 부드럽고 맛있어요.친절합니다,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,직원분들도 친철하고 내부가 엄청 깔끔해요! 맛은 말할필요도없죠.. 에머이 보라매점 강추예요 또 방문할께요^_^,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,쌀국수 맛집 👍,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,다른 지점에서 먹던 진한 육수 맛이 아니라거기에 물탄 맛이었어요.,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,3번째 방문인데 항상 친절하시고 맛있게 잘먹고가요!,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,다른 지점 대비해서 면을 1.5~2배는 넣어주고 국물도 진해서 너무 맛있게 잘 먹었어요!,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"다른건 평타, 분짜는 너무 별로예요. 
다른 지점보다 맛이 전체적으로 떨어집니다.","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,믿고 먹는 쌀국수 에머이!,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"엄마가 쌀국수 드시고 싶다해서 방문했는데, 국물도 너무 깊은맛! 완젼 맛있구 면 양도 많아서 너무 만족스러운 식사였습니당!>.<💕 매운 쌀국수
특히 완전 강추강추! 얼마나 맵냐고 직원분께 물어봤더니 신라면 맵기정도라고 친절히 설명해주시고 소스 리필도 잘 해주시고.. 너무 감사했어요
! 넴도 바삭바삭하니 짱맛탱... 저 여기 또오려구요!!","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,역시 믿고 먹는 에머이! 육수가 진짜 맛있어요..! 직원분도 친절하시구요! 덕분에 주말에 즐거운 식사시간 보냈습니댜 ʕ•ﻌ•ʔ ♡,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"면추가 무료
대박","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,맛나요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,굿,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"오랜만에 분짜 땡겨서 집근처 에머이 왔는데...와 진짜 맛있게 먹었어요ㅠㅠ 직원분들도 너무 친절하시구 애기랑 둘이 너무 만족스럽게 식사시간 
보내구 와서 리뷰씁니다!!! 분짜 비쥬얼 자체가 달라요 여기는... 쌀국수는 그냥 기본으로 맛있네요 ㅎㅎ 재방문의사 백퍼입니다:) #에머이#쌀국수
맛집#분짜맛집#신림맛집","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,"볶음밥 맛있는데 양이 굉장히 적어요, 
테이블이 너무 낮아서 식사가 좀 불편했습니다","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
에머이 보라매점,베트남음식,👍🏻,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 2층 201호)",0건
