,names,menu,loc,review_num,avg_score
4726,뽕잎사랑이수점,샤브샤브,서울특별시 동작구 동작대로27가길 22 (사당동),1건,0.8
4736,탭하우스더슈라인,바(BAR),"서울특별시 동작구 양녕로 269 (상도1동, 1층)",0건,1.0
4746,탄,이자카야,서울특별시 동작구 동작대로1길 39 (사당동),605건,1.0
4756,장가네토종순대국,"순대,순댓국",서울특별시 동작구 동작대로3길 38 (사당동),1건,1.0
4766,피쉬퓨전회포차,생선회,서울특별시 동작구 동작대로7길 7 (사당동),0건,0.8
4776,이레칼국수,"칼국수,만두","서울특별시 동작구 보라매로5길 15 (신대방동,전문건설공제조합)",1건,1.0
4786,족발야시장 상도점,"족발,보쌈","서울특별시 동작구 상도로 136, 1층 (상도동)",0건,0.9
4796,피숑(Pishon),"카페,디저트",서울특별시 동작구 만양로14길 35 (노량진동),0건,1.0
4806,배꼽시계,한식,"서울특별시 동작구 동작대로7길 80 (사당동,2층)",14건,0.9
4816,보드람치킨(상도점),"치킨,닭강정",서울특별시 동작구 보라매로 96-1 (신대방동),0건,1.0
4826,미소네,생선회,서울특별시 동작구 동작대로7길 32 (사당동),0건,0.9
4836,차이루,중식당,서울특별시 동작구 동작대로27길 23 (사당동),0건,0.7
4846,낙지마을,낙지요리,서울특별시 동작구 사당로30길 134 (사당동),0건,1.0
4856,은행골,"초밥,롤",서울특별시 동작구 흑석로 107 (흑석동),8건,0.5
4866,뽀끌뽀끌,한식,"서울특별시 동작구 장승배기로 171, B1동 101호 (노량진동,아이비빌딩)",0건,0.9
4876,운봉산장양고기전문점,"육류,고기요리",서울특별시 동작구 장승배기로 118-1 (노량진동),1건,0.7
4886,소문난순대,"순대,순댓국",서울특별시 동작구 동작대로29나길 9 (사당동),10건,0.9
4896,스시세이,"초밥,롤","서울특별시 동작구 동작대로13길 10, 1층 (사당동)",2건,0.6
4906,레미제라블,카페,"서울특별시 동작구 상도로 180, 2층 (상도동)",11건,1.0
4913,이공삼공,"맥주,호프","서울특별시 동작구 흑석로7길 7 (흑석동,지층)",0건,1.0
4918,정다운식당,한식,서울특별시 동작구 상도로30길 22 (상도동),2건,1.0
4928,지호한방삼게탕동작점,"백숙,삼계탕",서울특별시 동작구 상도로26길 18 (상도동),0건,1.0
4938,우리할매 떡볶이(상도점),분식,서울특별시 동작구 만양로 7 (상도동),0건,0.8
4948,조가네갑오징어 사당점,오징어요리,서울특별시 동작구 남부순환로271길 24 (사당동),0건,0.9
4958,인생곱창,"곱창,막창,양",서울특별시 동작구 상도로12길 5-4 (상도동),50건,0.5
4968,역전할머니맥주(이수점),"맥주,호프","서울특별시 동작구 동작대로27다길 26 (사당동,외4필지 이수프라자1층104호)",1건,0.6
4978,음악과맥주,바(BAR),서울특별시 동작구 노량진로14다길 16 (노량진동),115건,1.0
4988,어사출또이수역점,생선회,"서울특별시 동작구 동작대로27나길 21 (사당동,두원상가 106,107,108,109호)",1건,0.8
4998,성암축산정육점식당,정육식당,"서울특별시 동작구 여의대방로24길 137, 1층 (대방동)",0건,0.7
5008,욜로온나,"맥주,호프",서울특별시 동작구 흑석로13가길 42 (흑석동),0건,1.0
5012,꾸이집,닭갈비,서울특별시 동작구 만양로 93 (노량진동),0건,0.9
5022,월드바베큐,"맥주,호프",서울특별시 동작구 보라매로 91 (신대방동),6건,1.0
5032,요란한부엌,퓨전음식,서울특별시 동작구 사당로30길 126 (사당동),9건,1.0
5042,서래갈비집,"육류,고기요리","서울특별시 동작구 사당로30길 142, 1층 (사당동)",2건,0.8
5052,채홍,중식당,서울특별시 동작구 강남초등길 24 (상도1동),2건,0.7
5062,파랑돌,요리주점,서울특별시 동작구 상도로 130 (상도동),0건,1.0
5066,청솔막창,"곱창,막창,양",서울특별시 동작구 상도로47길 30 (상도1동),0건,1.0
5076,동근이숯불두마리치킨,"치킨,닭강정",서울특별시 동작구 대림로 42 (신대방동),0건,0.8
5091,하꼬야이수역점,일본식라면,서울특별시 동작구 동작대로27가길 22 (사당동),0건,0.6
5101,태평아구찜,한식,서울특별시 동작구 사당로 307-14 (사당동),0건,1.0
5111,제일식당,한식,서울특별시 동작구 남부순환로271길 58 (사당동),2건,1.0
5117,모던통닭노량진점,"치킨,닭강정",서울특별시 동작구 만양로14가길 9 (노량진동),0건,1.0
5127,등마루식당,한식,서울특별시 동작구 상도로38가길 1 (상도1동),0건,1.0
5134,금옥이,한식,서울특별시 동작구 노량진로6길 18 (노량진동),1건,0.9
5144,뉴욕야시장,"맥주,호프",서울특별시 동작구 여의대방로24가길 22 (대방동),1건,0.8
5154,주전부리,한식,서울특별시 동작구 만양로14길 8 (노량진동),32건,1.0
5164,정송숙 12년전통 오렌지김밥,김밥,서울특별시 동작구 국사봉1길 52 (상도동),1건,0.8
5174,약수골,"육류,고기요리","서울특별시 동작구 양녕로26길 62 (상도동, 1층 101호)",1건,1.0
5184,오오뎅뎅,요리주점,서울특별시 동작구 장승배기로 5 (상도동),0건,1.0
5195,도담죽,죽,서울특별시 동작구 상도로47길 17 (상도1동),4건,0.8
5205,수미락,한식,서울특별시 동작구 현충로 96-1 (흑석동),0건,0.8
5215,강촌민물매운탕,"매운탕,해물탕",서울특별시 동작구 여의대방로24길 10-4 (신대방동),1건,0.9
5225,늘,편의점,"서울특별시 동작구 보라매로5길 15 (신대방동,전문건설회관 지하1층)","5,155건",0.8
5235,남도한상,"해물,생선요리",서울특별시 동작구 상도로24길 39 (상도동),0건,1.0
5245,포메인보라매점,베트남음식,"서울특별시 동작구 보라매로5길 43 (신대방동,보라매삼성쉐르빌 1층 102,103호)",0건,0.7
5255,해물한소반,"해물,생선요리","서울특별시 동작구 동작대로1길 18, 1층동 (사당동,천보빌딩)",2건,0.8
5265,배할머니네,"백반,가정식",서울특별시 동작구 노량진로12길 16-10 (노량진동),212건,0.8
5275,이디야,카페,"서울특별시 동작구 보라매로5가길 16, 101동 7호 (신대방동,아카데미상가)",118건,0.9
5285,신금강식당,한식,"서울특별시 동작구 매봉로 61 (상도동,1층1호)",0건,1.0
5296,돈까스참잘하는집,돈가스,"서울특별시 동작구 보라매로5길 43 (신대방동,상가 120호)",7건,0.7
5306,놀부한방족발,"족발,보쌈",서울특별시 동작구 동작대로29나길 10 (사당동),0건,0.9
5316,The 돼지,돼지고기구이,서울특별시 동작구 흑석로 111-6 (흑석동),54건,0.8
5326,피자헛,피자,서울특별시 동작구 상도로 286 (상도1동),13건,1.0
5336,앗싸노가리,"맥주,호프","서울특별시 동작구 신대방1가길 38, 105동 108호 (신대방동,성원상떼빌)",0건,1.0
5341,노랑통닭,"치킨,닭강정",서울특별시 동작구 보라매로 96 (신대방동),16건,0.8
5351,또봉이통닭(상도점),"치킨,닭강정",서울특별시 동작구 매봉로 61 (상도동),0건,1.0
5361,국수나무,국수,"서울특별시 동작구 여의대방로10길 38 (신대방동,롯데낙천대아파트 상가 지하12호)",11건,1.0
5371,본죽&비빔밥cafe이수점,죽,"서울특별시 동작구 동작대로27길 23, 1층 (사당동)","2,682건",0.6
5381,엠케이(M.K)치킨,"치킨,닭강정",서울특별시 동작구 성대로6가길 135 (상도동),0건,1.0
5382,홍콩반점0410중앙대점,중식당,서울특별시 동작구 흑석로 101-3 (흑석동),1건,0.8
5392,춘향이추어탕,추어탕,"서울특별시 동작구 노량진로16길 35, 1층동 (노량진동)",1건,0.8
5402,지코바,"치킨,닭강정",서울특별시 동작구 대림로 20-1 (신대방동),11건,0.9
5412,꼬르륵,한식,서울특별시 동작구 대방동길 7 (대방동),38건,0.9
5422,민경호프,"맥주,호프",서울특별시 동작구 동작대로29가길 10 (사당동),0건,1.0
5428,쿵덕스,오리요리,서울특별시 동작구 동작대로5길 8 (사당동),1건,0.9
5438,명륜진사갈비상도점,"육류,고기요리","서울특별시 동작구 상도로 128 (상도동,1층)",0건,0.7
5448,서일순대국,"순대,순댓국",서울특별시 동작구 여의대방로24길 16 (신대방동),3건,0.7
5458,오늘와인한잔,와인,서울특별시 동작구 동작대로27다길 29 (사당동),78건,0.9
5468,엉터리 맥주집,"맥주,호프",서울특별시 동작구 흑석로 109-1 (흑석동),0건,1.0
5478,아재포차,"맥주,호프","서울특별시 동작구 흑석로 110-1 (흑석동,2층)",2건,0.8
5483,명륜진사갈비 사당점,"육류,고기요리",서울특별시 동작구 사당로23길 6 (사당동),0건,0.9
5493,국수가...,국수,서울특별시 동작구 사당로16가길 18 (사당동),27건,1.0
5503,모모치,일식당,서울특별시 동작구 흑석로9길 13 (흑석동),1건,0.9
5513,돼지굽는연탄할매,돼지고기구이,서울특별시 동작구 상도로 162 (상도동),0건,0.6
5523,탭하우스 어반,"맥주,호프",서울특별시 동작구 동작대로25길 46 (사당동),2건,0.9
5533,아마르Ⅱ,양식,"서울특별시 동작구 상도로 181 (상도동,3층)",0건,0.8
5543,백철판0410 노량진역점,닭갈비,"서울특별시 동작구 만양로 108 (노량진동,(2층))",0건,0.8
5553,이가면옥,한식,서울특별시 동작구 사당로30길 72 (사당동),1건,0.9
5563,이수짜장,중식당,서울특별시 동작구 동작대로29가길 7 (사당동),10건,0.9
5583,홍콩반점 0410노량진점,중식당,서울특별시 동작구 만양로 110 (노량진동),0건,0.7
5593,김밥공감 보라매공원점,종합분식,서울특별시 동작구 여의대방로 80 (신대방동),0건,1.0
5603,고향갈비,"육류,고기요리",서울특별시 동작구 노량진로18길 13 (본동),13건,1.0
5613,네네치킨중대점,"치킨,닭강정",서울특별시 동작구 흑석로7길 6-1 (흑석동),0건,1.0
5623,커피팩토리쏘 본점,테이크아웃커피,"서울특별시 동작구 노량진로 196, 101호 (노량진동,JH빌딩)",0건,0.8
5633,작은섬,일식당,서울특별시 동작구 상도로47길 22 (상도동),28건,0.9
5643,육촌,돼지고기구이,서울특별시 동작구 동작대로25길 13 (사당동),1건,1.0
5653,아시안보울,퓨전음식,서울특별시 동작구 상도로 168 (상도동),1건,0.9
5663,으리으리,"맥주,호프",서울특별시 동작구 상도로61길 44 (상도동),7건,0.75
5671,델리앤 젤라또,"카페,디저트",서울특별시 동작구 흑석로 102 (흑석동),0건,0.9
5681,전봇대곱창,"곱창,막창,양",서울특별시 동작구 장승배기로 136 (노량진동),1건,1.0
5691,팔팔해물탕,"매운탕,해물탕",서울특별시 동작구 여의대방로22길 14-3 (신대방동),0건,0.7
5701,노량진할머니파전,한식,서울특별시 동작구 만양로 90 (노량진동),1건,1.0
5721,국수사,일식당,서울특별시 동작구 상도로 231 (상도동),0건,1.0
5731,후다닥 숯불 닭갈비,닭갈비,"서울특별시 동작구 국사봉1길 18 (상도동,외 12필지 1002-1, 1003호)",0건,0.8
5741,우정식당,한식,서울특별시 동작구 노량진로8길 39 (노량진동),0건,1.0
5751,맛이담긴항아리,"찌개,전골","서울특별시 동작구 동작대로1길 9-1 (사당동,4층)",8건,0.9
5761,청진다래,포장마차,서울특별시 동작구 만양로16길 9 (노량진동),0건,1.0
5765,자금성,중식당,서울특별시 동작구 만양로14다길 7 (노량진동),5건,0.7
5775,농부쌈밥,쌈밥,서울특별시 동작구 사당로30길 19 (사당동),1건,1.0
5785,짚동가리쌩주,"전통,민속주점",서울특별시 동작구 상도로61길 44 (상도동),0건,1.0
5793,오모가리 김치찌개,"찌개,전골","서울특별시 동작구 만양로 84 (노량진동,삼익프라자 지하18호)",0건,1.0
5802,모그,"맥주,호프","서울특별시 동작구 서달로 167 (흑석동,2층)",7건,1.0
5806,봉평메밀마당(이수역점),막국수,서울특별시 동작구 동작대로13길 6-3 (사당동),0건,1.0
5816,불타는 꼬꼬발 숭실대점,닭발,서울특별시 동작구 상도로 339-1 (상도동),0건,0.9
5826,용구비어,"맥주,호프",서울특별시 동작구 만양로14가길 1 (노량진동),0건,1.0
5836,다독이네 숯불구이,"육류,고기요리","서울특별시 동작구 노량진로 106-5 (노량진동,(1층))",1건,1.0
5846,국밥대장,국밥,서울특별시 동작구 여의대방로24길 73 (대방동),9건,0.9
5856,네네치킨(노량진점),"치킨,닭강정","서울특별시 동작구 만양로8길 50 (노량진동,우성상가 지하 007호)",0건,1.0
5866,이수한신,포장마차,서울특별시 동작구 동작대로27가길 44 (사당동),25건,0.8
5876,김밥짱,김밥,서울특별시 동작구 여의대방로 28 (신대방동),0건,0.8
5886,가마솥장우왕족발,"족발,보쌈","서울특별시 동작구 성대로2길 7, 1층 (상도동)",0건,0.9
5896,삼성해물촌,"해물,생선요리","서울특별시 동작구 상도로53길 13, 상가동 202호 (상도동,래미안상도3차아파트)",0건,1.0
5906,우림,"전문,기술서비스","서울특별시 동작구 신대방길 52 (신대방동,(101,102호))",62건,0.9
5916,곰팔이생고기,돼지고기구이,서울특별시 동작구 서달로15길 7 (흑석동),1건,0.9
5926,미선,샤브샤브,서울특별시 동작구 동작대로27다길 16 (사당동),11건,1.0
5936,흑돈연가,"육류,고기요리","서울특별시 동작구 신대방1가길 38, 105동 112호 (신대방동,성원상떼빌)",0건,0.8461538461538461
5949,곱창의전설노량진점,"곱창,막창,양","서울특별시 동작구 만양로14길 5, 1층 (노량진동)",0건,0.9
5959,보라매25시해장국,감자탕,"서울특별시 동작구 상도로 26, 지상1층 (대방동)",0건,0.8
5969,이고시다,"매운탕,해물탕","서울특별시 동작구 여의대방로22길 98, 1층 (신대방동)",0건,0.8
5979,우리동네맛볶이,종합분식,서울특별시 동작구 노량진로8길 31 (노량진동),0건,1.0
5989,광안리옆집,한식,서울특별시 동작구 동작대로7길 5 (사당동),0건,0.7
5999,굽네치킨,"치킨,닭강정",서울특별시 동작구 대방동23길 42 (대방동),15건,0.9
6009,흥부골숯불돼지갈비,한식,서울특별시 동작구 상도로15길 3 (상도동),0건,0.8
6019,식객,뷔페,"서울특별시 동작구 만양로14길 29, 지상1,지하1층 (노량진동)",9건,0.9
6029,배길분식,종합분식,"서울특별시 동작구 만양로 84, 9호,16호 (노량진동, 삼익주상복합아파트)",0건,1.0
6039,쇼보,이자카야,서울특별시 동작구 동작대로25길 32 (사당동),5건,0.8
6049,조춘식 동태탕 사당점,"해물,생선요리",서울특별시 동작구 남부순환로 2021 (사당동),0건,0.9
6059,전이랑 술이랑,"전,빈대떡",서울특별시 동작구 사당로16길 52-1 (사당동),"1,318건",1.0
6065,속초항,생선회,서울특별시 동작구 상도로 313 (상도1동),1건,0.7
6075,닭발에 꼬치다,"오뎅,꼬치","서울특별시 동작구 국사봉길 12, 1층 105호 (신대방동)",0건,0.8
6085,할미가,한식,"서울특별시 동작구 사당로 220 (사당동,외1필지 (지하1층))",57건,1.0
6095,명동참치,생선회,서울특별시 동작구 동작대로1길 18 (사당동),3건,1.0
6105,리얼 양꼬치,중식당,"서울특별시 동작구 동작대로27길 22, 1층 (사당동)",3건,0.9
6115,빈빈양꼬치,양꼬치,"서울특별시 동작구 남부순환로271길 31 (사당동,(1층))",0건,0.6
6125,영덕막회,생선회,서울특별시 동작구 동작대로7길 70 (사당동),0건,1.0
6135,포보,양식,서울특별시 동작구 서달로 158 (흑석동),2건,1.0
