업소명,주요메뉴,리뷰,위치,최근 한달간 블로그 리뷰 개수
족발의발견,"족발,보쌈",맛있어요^^,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",족발 간이 잘 뱄고 야들쫀득하고 불족발도 적당히 매우면서 쫀득 ㅠㅠ 서비스로 주신 비빔국수도 맛있었습니다. 밑반찬도 맛있었어요. 직원분 사장님 다 친절하셔서 기분 좋게 먹고왔습니다. 유일한 단점은 토닉워터를 판매하지 않으셔서 제가 편의점에서 사왔다는 점?ㅎㅎ 토닉워터도 판매했으면 좋겠어요~~ 재방문의사 90%입니다.,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",족발과 쟁반국수 맛있어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",.,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",좋아요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈","포장해서 먹었어요. 항상 맛있고 쫀득쫀득해요, 양도 많아요!!",서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",냄새가 너무 좋아요 포장하고 기다리는중이에요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",여기 족발집으로 정착하기로 했습니다.,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",포장해서 먹었는데 할인도 해주시고 맛났어요 서비스로 주신 막국수도 맛있었어요~👍,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있습니다,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",😀,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛나요!!,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",친절해요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",보쌈 좋아요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈","푸짐하고 좋아요~ 
오늘은 고기가 살짝 딱딱한 부분이 있네요.",서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈","맛있었어요!
김치랑 무도 많이 주셨어요",서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",조아요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",ㅇㅇ,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",좋아요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있습니다!,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",족발 쫀득하니 맛있음,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",쫀득하고 맛있어요^^,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",굿,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",굿,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",족발큼,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈","오랜만에 족발 맛나게 먹었습니다!!
사장님 완전 친절하시네요!!!",서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",너무 맛있어요!,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있어요 막국수도 서비스로 챙겨줘서 굳,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",#족발의발견 #정말 맛있어요 #강력추천,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",너무 맛있고 친절해요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈","항상맛있는곳^^
#족발의발견#사당동족발집#코로나땜에 포장",서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",자주가는 족발 맛집이에요!,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛있는 녀석들,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",맛집이에요! 음식도 따뜻하고 직원분들ㅇ 친절하세요!,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",짱,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",좋아요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",잘~~먹고갑니다!! 서비스 국수도 있었어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",포장이면 쟁반국수도 서비스로 주시고 맛있어요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",주문이 제대로 안들어가서 여러번 확인을 했어요. 늦게 온 테이블들 보다 나중에 나와서 기분이 좀 그랬네요. 맛은 평범한 듯 해요.,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",무난무난한 족발집입니다,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",굿,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",굿,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",굿,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",굿,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",부들부들 족발 너무 맛있어욤,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",좋아요,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",족발에 가끔 털 있어서 좀 그랬지만 맛있었어요. 불족 많이 맵습니다,서울특별시 동작구 동작대로1길 32 (사당동),17건
족발의발견,"족발,보쌈",좄아요,서울특별시 동작구 동작대로1길 32 (사당동),17건
피자스쿨(동작구청점),피자,"9000원의 행복 😍
친절하고 피자 맛난 좋은 곳",서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,고구마피자와 치즈오븐스파게티는 피자스쿨만한곳이 없어요!!진짜 맛있는데 가격도 저렴하고 다 최고예요~,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,포테이토피자에 고구마무스 추가 맛있었오요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,앉아서 먹고가는 공간도 있고 저렴해서 좋아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,진짜 너무 맛있고 소스도 많고 치즈도 많아서 너무 좋았어요!! 가성비 짱짱,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,주변 피자스쿨 중에 제일 나은듯,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,"피자가 맛난건 기본이고
거기다 친절함!",서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,친절하시고 맛있었습니다!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,괜찮고 친절해요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,그냥 보통이에요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,좋아요 맛있어요 ,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요 고구마피자,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,ㄱㆍㄹ끔하고 맛있어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,좋아요~!!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,싸고 맛좋은 곳은 언제나 환영이야!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,잘먹었습니다~,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,친절하시고 맛있어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있게 잘 먹었습니다.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,훗..  10분뒤에 가면 될까용이라고 써두고서 8분만에 도착해서 놀라셨죠 맛있게 먹었읍니다,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,만족해요!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,굿,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,피자스쿨 고구마피자 아주맛나요!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,피자스쿨에선 첨으로 페퍼로니 피자 먹어봤는데 지금까지 먹었던것중에 젤 맛있었어요! 👍🏻👍🏻,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,신메뉴 미트러버피자 맛있네요.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있었어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,혼자 먹기에 부담스럽지 않은 가격. 치즈 풍미가 좋은 맛. 충분한 양.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,늘먹던거 말고 새로운거 시켜봤는데 맛있었어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,네이버 주문도 가능해서 미리 결제하고 가니까 편해용,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,까르보네는 맛있었는데 아이리쉬는 좀 아쉬웠어요ㅠㅠ 다음엔 다른 메뉴도 먹어보고싶네요~ 잘 먹었습니당,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,저렴하고 맛있엇는데 11월 부터 가격오른다네요ㅠㅠ 젊은 여직원분 매우 친절해요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,굿굿,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,역시 피자스쿨 맛있엉,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,아주 맛있어요. ^^,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,"역시 믿고 먹는 피자스쿨 고구마피자!!
넘 맛있어용~^^%",서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,고구마 피자는 피자스쿨~!!!짱짱,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,좋아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,굿,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,요청사항 잘 들어주시고 감사합니다,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,역시 킹갓스쿨 맛있어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,"맛있고 너무 친절하셔서 좋아요!
10분만에 나왔어요.",서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,가격대비 맛있는게 아니라 그냥 맛있음.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,혼피용으로 딱,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,좋아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있게 잘먹었습니다~,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,저렴한데 맛도있고 좋아용 ,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,항상 시켜먹는곳! 좋아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,빠른 픽업 가능,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있게 잘먹었어여,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,자주 먹어요 가성비 갑!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,먹던맛만 먹다가 새로운 핫치킨 먹어봤는데 넘 맛있어요 사장님이 친절해서 피자가 더 맛있는거같아용,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,아주 맛있게 먹었습니다. 추천~,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있게 잘 먹었습니다.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,사장님이 친절하셔서 더 맛있게 느껴지는것 같아요 ^^,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있게 잘 먹었습니다.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요! 사장님 친절하세요;),서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,빠른 픽업 가능 맛있어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,항상 애용합니다 좋은가격에 맛있는피자 먹을수 있어서 자주 먹어요 피자스쿨은 점바점인 경우가 좀 있는데 동작구청 지점은 항상 맛있습니다 잘먹었어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,"직원분도 친절하시고, 맛있어요! 여기 엄청 깨끗해요! 요즘 왜 이리 피자가 땡기는지 ... 
직화 파인애플 피자ღ’ᴗ’ღ",서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,친절하시고 맛있고 또 주문할거 같아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있게 잘 먹었습니다!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,강추합니다 맛있어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요 ㅎ,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있게 잘먹었습니다 고구마피자 개추,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,친절하시고 맛있어요!!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,굿굿굿굿웃,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,친절해서 좋아용~,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,빠르게 준비되고 맛있습니다.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,아아아아아앙아앙,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,역시 고구마피자 jmt,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있었고 사장님도 친절하셨습니다,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,아아아아아아ㅏㅇ,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,고구마피자 맛있었어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,고르곤졸라 피자 처음인데 맛있게 먹었어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,빠르고 맛나요 다음에 또 먹어야겠어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요~~~,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있습니다,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,.....,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,친절하고 맛있어요!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,좋아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,.....,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어요 불고기랑 직화홀릭 사가면 조카들이 잘먹어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,.....,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,조아용요용,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있어용용,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛있었어요!,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,"고구마 무스 추가햇는데...ㅋㅋ무슨....여튼 할많하않
친절하지도 않은편",서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,학생때 마니 머것엇는데 ㅠㅜ 그 맛 그대로입니당 마싯어요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,1프로 아쉬움,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,좋아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,웬만해서는 리뷰 잘 안쓰는데.. 사장님(일 하시는 여자분) 태도가 전체적으로 무성의하고 무시하는 태도가 정말 기분 나쁘네요.  오시오 가시오 말도 없고..두 번은 안갑니다.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,조아요조아요조아요.,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,ㅇㅋ,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,좋아요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,"존맛
포장",서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,늘 먹던 피자스쿨 맛이네요 친절하지는 않지만 불친절한 곳도 아닙니다 가성비가 좋아 자주 갈 듯 하네요,서울특별시 동작구 장승배기로 164 (노량진동),0건
피자스쿨(동작구청점),피자,맛나요,서울특별시 동작구 장승배기로 164 (노량진동),0건
이태리로간고등어,생선구이,맛있고 편해요,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미 202-2)",0건
이태리로간고등어,생선구이,"꽂구경 하러왔다   오늘 또 들르네요ㅋㅋ 깔끔한 고등어 구이 시원한 알탕  최고 조합이에여~~  넘 맛있어여ㅜㅜ 진짜 매일 오고싶은.. 생선구이집
인데 비린내없이 깔끔해서 더 맛있었어여 🙆🙆🙌🙌","서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미 202-2)",0건
