,names,menu,loc,review_num,avg_score
1571,명가,"치킨,닭강정",서울특별시 동작구 보라매로5가길 16 (신대방동),184건,0.9761904761904762
1613,마왕족발이수역점,"족발,보쌈",서울특별시 동작구 동작대로25길 43 (사당동),0건,0.8846153846153846
1691,왕성갈비,한식,서울특별시 동작구 양녕로25길 2 (상도동),6건,0.9
1701,이수치막,"치킨,닭강정",서울특별시 동작구 동작대로27나길 12 (사당동),0건,1.0
1732,미소야 이수역점,돈가스,서울특별시 동작구 동작대로27길 11 (사당동),0건,0.94
1832,권참치,생선회,"서울특별시 동작구 사당로30길 142 (사당동,2층)",0건,0.9230769230769231
1910,미소야(노량진점),돈가스,서울특별시 동작구 만양로 105 (노량진동),0건,0.84
2010,삼향복집,복어요리,서울특별시 동작구 사당로30길 161 (사당동),0건,1.0
2024,엉터리생고기,"육류,고기요리",서울특별시 동작구 사당로17길 17 (사당동),0건,0.87
2124,충북순대,"순대,순댓국",서울특별시 동작구 서달로14길 16 (흑석동),15건,0.8888888888888888
2160,봉평산골메밀촌,한식,서울특별시 동작구 상도로19길 7 (상도동),1건,0.95
2260,백채노량진점,"찌개,전골",서울특별시 동작구 만양로14길 24 (노량진동),0건,0.8554216867469879
2343,소달구지,한식,서울특별시 동작구 상도로 282 (상도1동),2건,1.0
2355,참새와방앗간,"맥주,호프",서울특별시 동작구 동작대로7길 71 (사당동),0건,0.8571428571428571
2362,원산식당,"사철,영양탕",서울특별시 동작구 동작대로27나길 15 (사당동),6건,0.9696969696969697
2395,야주포차,요리주점,서울특별시 동작구 동작대로7길 7 (사당동),0건,0.9139784946236559
2488,명품청기와감자탕 남성역점,감자탕,서울특별시 동작구 사당로8길 4 (사당동),0건,0.9
2588,고향팥칼국수,"칼국수,만두",서울특별시 동작구 상도로 129 (상도동),1건,0.9166666666666666
2624,포안베트남쌀국수,베트남음식,서울특별시 동작구 국사봉1길 11 (상도동),0건,0.91
2724,흥부네숯불갈비,"육류,고기요리",서울특별시 동작구 장승배기로 139-1 (노량진동),2건,1.0
2760,골목안,이자카야,서울특별시 동작구 흑석로 111 (흑석동),10건,1.0
2773,딥테이스트치킨,"치킨,닭강정","서울특별시 동작구 만양로3길 20 (노량진동,1동 204호)",0건,1.0
2781,이태리양조장,"맥주,호프",서울특별시 동작구 동작대로27가길 26 (사당동),1건,0.85
2821,대포항,생선회,서울특별시 동작구 상도로 244 (상도동),4건,0.9
2831,문희네칼국수,"칼국수,만두",서울특별시 동작구 여의대방로44길 10 (대방동),0건,0.8571428571428571
2859,노신우,중식당,서울특별시 동작구 대림로 18 (신대방동),0건,1.0
2863,동일식당,한식,"서울특별시 동작구 상도로36길 39 (상도동,(지하1층))",86건,1.0
2867,쥬씨(노량진점),"과일,주스전문점",서울특별시 동작구 노량진로 143 (노량진동),0건,0.8852459016393442
2928,678치킨,"치킨,닭강정",서울특별시 동작구 상도로 92 (상도동),0건,1.0
2962,원할머니보쌈보라매점,"족발,보쌈","서울특별시 동작구 보라매로5가길 16 (신대방동,아카데미218호)",0건,0.93
3062,신주닭발,닭발,서울특별시 동작구 만양로14가길 4 (노량진동),0건,1.0
3072,기절초풍 물닭갈비,닭갈비,"서울특별시 동작구 성대로1길 6, 1층 (상도동)",0건,0.88
3172,버드나무 포차,포장마차,서울특별시 동작구 사당로30길 160 (사당동),1건,0.9142857142857143
3207,재이카페(일반음식점),"카페,디저트","서울특별시 동작구 노량진로 145, 2층 (노량진동)",0건,1.0
3210,전주보리밥,보리밥,서울특별시 동작구 사당로17가길 12 (사당동),3건,1.0
3213,오늘도 감자탕,감자탕,"서울특별시 동작구 여의대방로24가길 8, 1층 (대방동)",18건,0.8
3223,토리고야이수역점,이자카야,서울특별시 동작구 동작대로27가길 31 (사당동),1건,0.7627118644067796
3282,토방마루,요리주점,서울특별시 동작구 장승배기로 76 (상도동),4건,1.0
3297,세종대왕숯불갈비,"육류,고기요리",서울특별시 동작구 여의대방로 136 (대방동),1건,0.92
3397,소공동 뚝배기집,한식,"서울특별시 동작구 보라매로5가길 29 (신대방동,해태보라매타워 지상2층 3호)",1건,0.9
3407,엄마손부침개,"전,빈대떡",서울특별시 동작구 만양로14가길 16 (노량진동),1건,0.8484848484848485
3440,올레요 회센터,생선회,서울특별시 동작구 사당로30길 152-1 (사당동),1건,0.89
3540,전원일기,요리주점,서울특별시 동작구 동작대로25길 32 (사당동),7건,0.9
3570,늘조은한우마을,"육류,고기요리",서울특별시 동작구 사당로29가길 47 (사당동),0건,0.92
3670,들향기칼국수,주꾸미요리,서울특별시 동작구 신대방길 107 (신대방동),0건,0.975609756097561
3711,라이스&파스타,"스파게티,파스타전문",서울특별시 동작구 보라매로5가길 16 (신대방동),"16,350건",0.89
3811,초와밥,"초밥,롤",서울특별시 동작구 동작대로5길 8 (사당동),238건,0.87
3911,고기마을,"육류,고기요리",서울특별시 동작구 상도로61길 26 (상도동),0건,1.0
3921,본연,"육류,고기요리",서울특별시 동작구 남부순환로269길 5 (사당동),310건,0.9024390243902439
4003,논두렁 갈비,"육류,고기요리",서울특별시 동작구 상도로61길 40 (상도동),1건,0.9761904761904762
4045,문어가,"해물,생선요리",서울특별시 동작구 동작대로27가길 46-5 (사당동),22건,0.9090909090909091
4067,제주토종흑돼지,돼지고기구이,서울특별시 동작구 동작대로27가길 37 (사당동),4건,0.95
4087,호랑이술상,"맥주,호프",서울특별시 동작구 상도로41길 7 (상도1동),1건,0.8181818181818182
4109,이삭김밥,김밥,서울특별시 동작구 장승배기로10길 43 (상도동),4건,0.8518518518518519
4136,브람스,카페,서울특별시 동작구 사당로30길 166 (사당동),32건,1.0
4157,레커훈스,"치킨,닭강정",서울특별시 동작구 만양로 83 (노량진동),0건,0.88
4257,가마솥손두부,두부요리,서울특별시 동작구 남부순환로271길 20 (사당동),0건,0.95
4357,가정집칼국수,"칼국수,만두",서울특별시 동작구 알마타길 13-15 (대방동),3건,0.8444444444444444
4402,명동족발,"족발,보쌈",서울특별시 동작구 서달로14나길 28 (흑석동),12건,1.0
4412,명문본가왕족발과보쌈,"족발,보쌈",서울특별시 동작구 서달로10가길 1 (흑석동),0건,1.0
4420,현대옥 노량진점,국밥,서울특별시 동작구 만양로14길 21 (노량진동),0건,0.9666666666666667
4450,고가네원조숯불구이통닭,"치킨,닭강정",서울특별시 동작구 상도로22길 5 (상도동),2건,0.9
4460,마왕족발 신길대방점,"족발,보쌈","서울특별시 동작구 여의대방로 188, 1층 (대방동)",0건,0.9
4470,토마토호프,"맥주,호프",서울특별시 동작구 상도로41길 12 (상도1동),7건,1.0
4480,나들목식당,한식,서울특별시 동작구 사당로8길 18 (사당동),3건,1.0
4490,Mr.꼼장어 Miss쭈꾸미,"해물,생선요리",서울특별시 동작구 서달로15길 12 (흑석동),0건,1.0
4500,마포곱창,"곱창,막창,양",서울특별시 동작구 사당로 185 (사당동),1건,0.9
4510,푸드100,햄버거,서울특별시 동작구 사당로30길 154 (사당동),67건,0.6
4520,마파치킨사당역점,"치킨,닭강정",서울특별시 동작구 동작대로3길 28 (사당동),0건,1.0
4530,현주네김밥,한식,서울특별시 동작구 서달로12가길 7 (흑석동),2건,1.0
4537,낙원쭈구미마을,주꾸미요리,"서울특별시 동작구 상도로 111, 1층 2호 (상도동)",0건,0.9
4547,토속골,"백숙,삼계탕",서울특별시 동작구 노량진로8길 48 (노량진동),0건,1.0
4557,쿠킨스테이크하우스,"스테이크,립",서울특별시 동작구 동작대로27다길 44 (사당동),1건,1.0
4567,맛자랑식당,한식,서울특별시 동작구 노량진로22길 30 (본동),1건,1.0
4576,가야촌유황오리,오리요리,서울특별시 동작구 여의대방로24다길 15-2 (대방동),0건,0.8
4586,어굼터,생선구이,"서울특별시 동작구 만양로 84 (노량진동,삼익주상복합(아) 지하1층 26호)",0건,0.9
4596,나드리분식,종합분식,서울특별시 동작구 남부순환로269길 31 (사당동),1건,1.0
4600,오징어나라,일식당,서울특별시 동작구 만양로 86 (노량진동),1건,0.7
4610,웨스트코스트,바(BAR),서울특별시 동작구 상도로61길 38 (상도동),3건,1.0
4623,솥뚜껑부대찌개,"찌개,전골",서울특별시 동작구 사당로30길 164 (사당동),0건,0.8
4633,브로이제트3호점,"맥주,호프","서울특별시 동작구 동작대로27가길 5, 지하1층 (사당동)",0건,0.9
4643,불타는 소금구이,"육류,고기요리","서울특별시 동작구 상도로58길 2, 1층 (상도동)",2건,1.0
4653,돈오비,돈가스,서울특별시 동작구 장승배기로 155 (노량진동),0건,0.5555555555555556
4662,종가댁마늘곱창,"곱창,막창,양",서울특별시 동작구 서달로14나길 24-5 (흑석동),0건,0.9
4672,황토정,한식,서울특별시 동작구 서달로13길 5-23 (흑석동),0건,1.0
4682,하꼬멘,일본식라면,서울특별시 동작구 흑석로9길 15 (흑석동),0건,0.9
4692,비어박스,"맥주,호프",서울특별시 동작구 상도로 82 (대방동),60건,1.0
4696,풍미원,오리요리,서울특별시 동작구 사당로 253-4 (사당동),0건,1.0
4703,이수역점홍콩반점,중식당,서울특별시 동작구 동작대로27가길 38 (사당동),0건,0.9
4713,고향한방삼계탕,"백숙,삼계탕",서울특별시 동작구 양녕로 268-1 (상도1동),1건,1.0
4723,72420(칠리사이공),72420,서울특별시 동작구 동작대로1길 50 (사당동),1건,0.8
4733,우리풍천장어,"장어,먹장어요리",서울특별시 동작구 상도로 136 (상도동),1건,1.0
4743,짱아김밥,김밥,서울특별시 동작구 노량진로26길 5 (본동),53건,1.0
4745,청와대소금구이,"육류,고기요리",서울특별시 동작구 사당로 233 (사당동),0건,1.0
4755,맛파오통닭,"치킨,닭강정",서울특별시 동작구 장승배기로 117 (노량진동),0건,1.0
4761,서민식당 서서갈비,"육류,고기요리",서울특별시 동작구 만양로14가길 13 (노량진동),0건,1.0
4771,나그랑호프,"맥주,호프",서울특별시 동작구 상도로 82 (대방동),0건,1.0
4775,황토방식당,한식,서울특별시 동작구 서달로12나길 11 (흑석동),9건,0.75
4779,대가설렁탕,"곰탕,설렁탕",서울특별시 동작구 상도로 117 (상도동),3건,1.0
4783,칠갑산,한식,"서울특별시 동작구 사당로30길 54, 1층 (사당동)",2건,0.9
4793,전주청국장,"찌개,전골",서울특별시 동작구 상도로19길 1 (상도동),2건,0.7
4803,교촌치킨사당3호점,"치킨,닭강정","서울특별시 동작구 사당로 185-1, 지상1층 (사당동)",0건,1.0
4813,청담김밥,김밥,서울특별시 동작구 사당로16길 28 (사당동),10건,0.8
4823,강남푸드투,식료품,서울특별시 동작구 만양로 20 (상도동),0건,1.0
4828,김밥나라,분식,서울특별시 동작구 사당로 196 (사당동),0건,0.7
4838,리얼후라이(흑석본점),"치킨,닭강정",서울특별시 동작구 흑석로 115 (흑석동),0건,0.8
